;comment;date
596;"Estuvo bien. La ensalada ""verdísima"" es bastante insípida. El curry estaba genial, aunque picante, así que ten cuidado si no te gusta. Pakoras un poco demasiado secas, se hubiera agradecido un poco más de humedad en la ""masa"". Bueno en general, pero no el mejor. Ofrecen servicio de comida para llevar y la tripulación fue muy amable.";2022-01-28
597;"Gran restaurante vegetariano! Platos veganos claramente marcados en la carta, bastante económicos para una comida muy buena. Los anfitriones son muy amables.
Para cenar, la cocina para snacks abre a las 19:00 horas, menú completo disponible a partir de las 20:00 horas.
Buena selección de vinos y algunas cervezas vascas locales.
Recomendado, mi lugar al que acudir cuando estoy en el barrio.";2019-01-28
598;Como vegetarianos, nuestras opciones suelen ser pocas y espaciadas, por lo que fue un gran descubrimiento encontrar este lugar en línea. La comida era absolutamente deliciosa y comimos demasiado, pidiendo más de lo que necesitábamos porque sabía muy bien. Las croquetas y las samosas estaban deliciosas. Recomiendo encarecidamente este lugar tanto a los consumidores de carne como a los vegetarianos.;2020-01-28
599;"Uno de los mejores lugares de comida vegana de la región.
Bonita decoración, bonitas vistas del puerto, personal agradable y precios asequibles.
Además, la comida era muy buena. Una amplia y original selección de platos veganos.
Esto no es gastronomía, pero se podía ver y sentir que todo estaba fresco y casero, ¡muy bien condimentado!
A pesar de la falta de una tarjeta francesa y nuestro español básico, nos atendieron muy bien y con la ayuda de Google pudimos comunicarnos y entender el menú :)
Tenemos que recorrer un largo camino para comer en tu casa (50 km), ¡pero definitivamente regresaremos!";2019-01-28
600;¡La comida es muy buena! ¡Una vista magnífica del puerto! Y una camarera encantadora, ¡recomiendo mucho este establecimiento!;2023-01-28
601;"No vamos allí para comer, sino para ver las montañas al fondo del puerto.
La comida no es mala, simplemente sencilla.";2023-02-28
602;Yo no soy fumador, pero con nosotros había un señor que fuma... y no le permitieron. Y sí, estábamos fuera del bar, es decir, en la terraza. Infracción de derechos 👌. Está bien, al menos nos permitieron comer sin mascarillas 🙏🤣…;2022-01-28
603;"Tenían una amplia selección de increíbles cervezas locales y excelentes combinaciones de sabores en sus platos. ¡Qué joya vegetariana entre las trampas para turistas de Hondaribbia! El menú menciona alérgenos. Este lugar es muy popular; Tuvimos suerte de conseguir una mesa afuera porque llegamos temprano. Y es el único restaurante totalmente vegetariano del municipio de Irún.";2021-01-28
604;Gran lugar y personal muy amable.;2023-01-28
605;Brillante. Bonito, bueno, buen precio. Por fin lo vegetariano en el País Vasco.;2020-01-28
606;No sólo de croquetas se puede cenar. Es un vegetariano en el País Vasco, algo que ya es un éxito. Excelentes croquetas, el resto de la comida bastante normales. Buen trato y buen servicio y un precio normal. Para probar vale la pena, pero nada más.;2022-01-28
607;"Queridos todos, era un día soleado en pleno invierno y decidimos probar este restaurante vegetariano.
A la hora del almuerzo estaban bastante llenos 40 personas.
Pedimos 2 entrantes 2 platos.
El entrante fue servido en microondas y sin probar.
El zoup de curcuma fue realmente probado y bueno.
Los nudles se olvidaron durante 20 minutos en el pase y después de sacar. Pedí calentarme nuevamente y lo hicieron. No fue bueno y el material era bueno.
Personal: la señora es muy amable y sonríe un plus del lugar. Los chicos estaban ocupados y solo piensan en el negocio, no en atender al cliente. Me decepcioné y se lo dije a la señora, pero no me ofrecieron nada por el retraso de 20 minutos y por los pobres fideos.
. Probablemente estaba lleno y no fueron suficientes para el día. Para mí no fue una experiencia agradable. Esta es mi experiencia. Pero espero que se puedan organizar mejor y que el chef haga el plato en vivo y no solo ponga el souse y la cocción.";2018-01-28
608;Restaurante con un bonito diseño y buena ubicación con vistas al puerto. Cerca hay muchas plazas de aparcamiento (de pago). Recibimos una bienvenida muy cálida: ¡el personal es muy amable! Comimos un wrap, tacos y una hamburguesa. Desafortunadamente, en este restaurante se utilizan sustitutos de la carne producidos industrialmente y las salsas saben como si estuvieran en lata, algo que para mí no tiene nada que ver con una cocina vegana, sana y de alta calidad. Habría hecho la vista gorda si al menos hubiera sido una experiencia de sabor. Los chefs definitivamente se esfuerzan mucho en decorar los platos con estilo. En resumen: Es increíble lo buenas que son las críticas. ¡Para mí este restaurante es una pura trampa para turistas!;2020-01-28
609;Restaurante vegetariano. Si estás cansado de la carne o de la comida rápida, si te preocupas por tu salud y por lo que comes, entonces este es un buen lugar para ir. Es necesario reservar para tener buenos asientos. Pero aún puedes tener acceso al restaurante sin reservar. Buena vista sobre Francia.;2019-01-28
610;Segunda vez que cenamos en este restaurante vegetariano de Irún. Excelente dirección: buena relación calidad-precio, menú original, servicio muy amable, intentando satisfacer todas sus expectativas. Somos veganos y no comemos gluten: es un placer que se hayan adaptado. Definitivamente vamos a volver.;2015-01-28
611;"¡¡¡¡¡¡¡¡Espléndido!!!!!!!!
¡A mi esposo, que no es vegetariano y no le gustan las verduras, también le encantó!
Curry de verduras, pasta de champiñones.... 👌
¡Cuidado, los antispasti son abundantes!
¡Suculento!
El entorno es magnífico, por supuesto, con vistas a la bahía de Hendaya.";2020-01-28
612;"La comida estaba deliciosa. No podía imaginar que la comida vegetariana pudiera ser tan sabrosa. Las ""albóndigas"" estaban increíbles, las crockets estaban deliciosas y también los rollitos de primavera. Probamos casi cualquier cosa del menú y cada porción fue increíble.";2018-01-28
613;Equipo amable, platos vegetarianos deliciosos, pequeños y finos.;2023-08-28
614;Supremo... Un lugar maravilloso, no importa hacia dónde miremos, cada vez que vamos estamos en un lugar hermoso. Comida sana y verdaderamente perfecta... ¡¡Imprescindible en Honddarbi!! Por otro lado muy buen equipo trabajando allí, buen trato. Felicidades CURRY!!;2022-01-28
615;Muy buenos productos frescos y lugar muy agradable. Personal atento. Menú variado y original, ¡recuerda reservar!;2021-01-28
616;"Producto de 10.
Servicio correcto pero desorganizado.
Y mucho, pero q muy lento sirviendo las mesas... vale q estamos de vacaciones pero 150 min x almuerzo 4 me parece excesivo ¡!!!";2022-01-28
617;¡¡Gran lugar!! ¡Siempre es un placer venir aquí! Un poco caro para lo que obtienes, de ahí las cuatro estrellas, pero definitivamente vale la pena una visita.;2021-01-28
618;Bien situado! ¡Muy buen servicio de los camareros! ¡La ensalada de quinoa buenísima y el guacamole casero también!;2022-01-28
619;"Excelente.
Establecimiento muy limpio Los platos son una delicia y el vino tinto también.
Los servidores son muy amigables.";2020-01-28
620;Los platos vegetarianos son el futuro. No entiendo a la gente que siempre necesita comer carne. ¡El Curry Verde demuestra que la carne está sobrevalorada! Excelente ubicación en el puerto y personal amable.;2021-01-28
621;"Los fideos estaban ligeramente fríos y también amargos porque usaban demasiado pesto.
No pude terminar mi plato. La comida se ve muy buena y el ambiente también.";2020-01-28
622;¡Una vez más, tuvimos un gran almuerzo allí! Comida deliciosa y un ambiente agradable. Muchas gracias,;2022-01-28
623;Un restaurante interesante sin carne y sin pescado. La presentación de los platos es original, demasiadas especias y cebolla en algunos platos. El servicio es rápido, todo está preparado para cada cliente. ¡El helado de mango con chips de chocolate es un éxito! .;2019-01-28
624;De hecho, el lugar es muy agradable, especialmente cuando hace buen tiempo. ¡Larga espera para un curry ligeramente soso de verduras tailandesas sin cilantro! No podría hacerlo mejor.;2019-01-28
625;Hemos estado allí cuatro veces, con toda la familia, con amigos o en pareja... ¡Adivina! Por el excelente servicio y la fiesta hasta el techo.;2022-01-28
626;Primera experiencia vegetariana y muy grata sorpresa, cocina muy refinada, entorno fabuloso y camarero muy sonriente, lo recomiendo.;2019-01-28
627;Lugar amplio y confortable, camareros educados, platos originales y precios razonables. ¡Felicitaciones al equipo!;2022-01-28
628;Nos gustó mucho. La atención, la comida, el lugar.....todo es fabuloso. Seguro que volveremos pronto.;2022-01-28
629;Comida deliciosa. Personal servicial y atento. Todos hablan inglés. ¡Definitivamente recomendado!;2020-01-28
630;"¡Lugar perfecto!
Tantas opciones veganas, desde entrantes hasta postres, ¡todo estuvo delicioso! Una verdadera joya :)";2019-01-28
631;Excelente comida vegetariana/vegana y gran selección de cervezas locales. Prueba el delicioso guacamole.;2020-01-28
632;La comida es excelente, ¡recomiendo absolutamente ir allí!;2021-01-28
633;Muy buen restaurante, buena comida y vistas al pequeño puerto.;2019-01-28
634;Lugares agradables, la paella era buena pero los profiteroles eran terribles.;2019-01-28
635;Siempre ocupado, gran calidad, menú corto, pero cualquier elección es buena.;2019-01-28
636;¡Comida increíble! Imprescindible cuando estés en la zona ☺️;2022-01-28
637;Delicioso, delicioso. Sigue así 😋😋😍😍…;2023-01-28
638;Deliciosa comida vegana 😍 cuidado con dejar algo de espacio para la tarta de chocolate!!!…;2019-01-28
639;Bueno bueno, buen ambiente en el puerto deportivo.;2022-01-28
640;Verduras sabrosas, buenas cervezas y excelente lugar.;2020-01-28
641;El paraíso para los veganos franceses que tienen la suerte de vivir cerca de la frontera.;2019-01-28
642;"EXCELENTE. DELICIOSO. ESPERANDO VOLVER
Y PERSONAL BENEFICIOSO.";2020-01-28
643;El mejor desayuno con una hermosa vista al puerto.;2020-01-28
644;¡Brindis maravillosos!;2023-04-28
645;¡¡Es tu culpa con lar!!;2022-01-28
646;Soy carnívoro y es genial.;2023-01-28
647;Buena comida en un lugar encantador.;2017-01-28
648;¡Todo muy bueno! Recomendable;2019-01-28
649;Lindo;2023-03-28
650;Excelente !;2023-06-28
651;Platos muy sabrosos a buen precio.;2019-01-28
652;Buena acogida y precios razonables.;2021-01-28
653;Muy buenas croquetas;2020-01-28
654;Correcto.;2021-01-28
655;Descubrimiento sobre consejo feliz sorpresa.;2019-01-28
656;Gran lugar vegetariano;2022-01-28
657;Excelente;2019-01-28
658;Lindo;2019-01-28
659;¡EL restaurante vegetariano en Hondarribia!;2020-01-28
660;excelente comida;2021-01-28
661;vegetariano;2021-01-28
662;Hontto kroketa earrak.;2018-01-28
663;Súper;2021-01-28
664;Nos gustó mucho la calidad de los platos. Se nota el cariño y la profesionalidad en la presentación. Por ejemplo en los postres. El servicio estupendo. Súper amables. Volveremos sin dudar. Tienen opción de medio menú los fi es de semana.;11/26/2023
665;Todo estaba muy rico y muy bien de precio. Nos a gustado muchisimo, atención, calidad y precio excelente! Muy recomendable.;08/24/2023
666;Excelente.Comida muy elaborada al lado de la playa,en el puerto deportivo.Merece la pena visitarlo.Tiene comedor dentro y fuera,en la terraza;06/22/2023
667;Siempre me ha gustado el menú para comer o cenar, esta vez estuvimos tomando un brunch y la verdad es que no defrauda. La tortilla de patatas inmejorable, la tosta de aguacate para chuparse los dedos y el café, de los de verdad.;06/03/2023
668;Fabuloso restaurante de rollo desenfadado situado en el puerto deportivo de Hondarribi. Comida elaborada y variada, nos pareció muy bien este lugar. Buen servicio, buena comida y buenas sensaciones.;01/09/2023
669;Todo muy bueno. Recomendable es rollito traslades y los totopos con guacamole. La ensalada tb muy buena con lechuga de la buena. Personal súper amable;09/03/2022
670;Una carta variada y original, platos sabrosos y servicio rápido, aun siendo agosto. La atención por parte de todo el personal de 10. Y lo mejor, que los perritos son bien recibidos!;08/26/2022
671;Fuimos a visitar Hondarribia y en el Puerto se encuentra este Restaurante. La comida muy rica, pedimos rollitos Thai y unas papas con dos diferentes salsas. Lo recomiendo si quieren algo rápido y sencillo.;06/08/2022
672;Reservamos en el interior y una comida perfecta , todo súper rico y raciones generosas. Las croquetas de brócoli, la ensalada , las hamburguesas, el arroz chaufa ,los tagliolini . Precios correctos y una atención muy agradable y profesional. Para repetir y recomendar;05/14/2022
673;Fuimos una noche de semana santa con mesa reservada y decidimos pedir opinión de los platos. Muy buena la hamburguesa de Remolacha!! Gran recomendación y muy agusto. Recomendable.;04/22/2022
674;Tiene una terraza al sol, en frente del puerto Liu bonita. Probamos la ensalada templada de burrata, las gyozas y el curry amarillo. Todo rico y muy bien presentado. Lo malo es que en terraza no reservan.;12/18/2021
675;Estuvimos al mediodía comiendo y nos gustaron mucho los 4 platos, y la atención. Lo q no entiendo es que cobren 7€ por una botella de sidra que les cuestal 1 €.;10/28/2021
676;Una carta exquisita con platos elaborados, diversidad de platos por la combinación de ingredientes y su procedencia, cantidades generosas y buena presentación. ¡La atención exquisita!;08/12/2021
677;Hola Kaixo, no quiero escribir mucho( discúlparme) Ante todo la calidad del producto muy bien cocinado Precio calidad 10. Servicio muy esmerado profesional y atento. Es para recomendaros sin lugar a duda.;07/21/2021
678;Riquísimos desayunos con tostadas variadas, bowl de fruta y muesli etc Raciones generosas a buen precio y en un lugar con encanto... repetiré muchísimas veces... Queríamos haber comido también pero hoy estaban ya completos!!!!;05/29/2021
679;No conocíamos la zona y hemos entrado sin expectativas. La comida muy buena y original, el curry rojo de 10. La carta muy bien explicada para ver los alérgenos de cada plato. El servicio bueno y amable. Para repetir sin dudas;01/03/2021
680;Segunda visita a este restaurante y ha sido mejor incluso que la primera. Un lugar muy recomendado tanto para vegetarianos, como para los que no lo somos. Gure bigarren bisita izan da eta lehenengoan bezain ona edo hobea. Jatetxe hau oso gomendagarria da guztientzat.;12/31/2020
681;Nos pedimos guacamole, tacos y el arroz con curry y estaba todo delicioso. Estabun poco alejado del centro pero merece la pena el paseo;10/25/2020
682;Las patatas de ración estaban incomible y mira que es difícil hacer unas patatas mal. No nos las terminamos Los camareros lentisimos;10/08/2020
683;Bonito sitio en la marina de hondarribia, con buen trato, una comida bastante buena, con sabores potentes;10/06/2020
684;Llevo años yendo a comer allí y me maravilla que sigan ofreciendo la misma calidad o incluso que haya mejorado. Se nota que hay mucho cariño detrás de cada plato. Estxs chicxs han llenado de color y arte el panorama de comida vegetariana /vegana.;08/23/2020
685;Servicio: excesivamente lento (los tiempos entre plato y plato fueron de más de media hora y tuve que pedir la cuenta tres veces) Camareros: mal educado Comida: buena;08/14/2020
686;Nos encanta! Buenisimo todo, majisimos los camareros! Eso si, reservad con tiempo! En la terraza se puede sentar sin reserva. Muy recomendable;07/31/2020
687;Siempre que he ido a este restaurante he salido contentisima y he vuelto muchas veces pero el take away no lo recomiendo. Se les olvidó poner varias cosas de los pedidos y ademas una camarera muy desagradable me ha responsabilizado a mi del error.;07/30/2020
688;Súper recomendable, la comida excelente con muchos sabores, el trato genial y una decoración muy acojedora.;07/17/2020
689;Una opción inmejorable, ahora también preparan para llevar! Impecable presentación, gran calidad y buen precio!;06/03/2020
690;Fuimos con ganas de probar platos diferentes, vegetarianos, veganos.. Una carta muy variada y sorprendente. Muy agradable sorpresa gastronòmica. No es barato..pero merece la pena Mejor reservar..porquè està muy concurrido. Chapaeu por todo el equipo del Curry Verde!!;04/13/2020
691;Todo de 10, unas croquetas de puerros brutales y un pintxo de quesos espectaculares. Repetiría sin duda;02/24/2020
692;Un lugar en donde probar algo diferente. Trato muy bueno y la comida muy sabrosa y casera. No abusan de salsas ni grasas, lo cual se agradece en un restaurante vegetariano. Un lugar muy acogedor al que volveremos.;02/12/2020
693;Un restaurante vegetariano muy bueno. El local es muy bonito, moderno y agradable. La comida riquisima. Las croquetas de brocoli una delicia. Calidad precio esta muy bien. Un ambiente joven y los camareros muy atentos. Repetiremos;01/18/2020
694;Todo muy rico,para repetir! Si te gustan los vegetarianos, te lo recomiendo! Si hace bueno, terraza al sol. Ayer estaba a tope!;10/28/2019
695;Se come muy bien y siempre está lleno, su especialidad es la comida vegetariana, aunque sólo unos pocos clientes son vegetarianos.;10/21/2019
696;El curry verde es uno de los mejores vegetarianos de la zona. Tiene una carta corta pero de calidad y riquísima. El precio es correcto y la atención es muy buena. No dudéis en probarlo!;09/13/2019
697;Servicio muy amable y tapas vegetarianas originales. Un buen lugar para tomar un vino y una tapa ante el puerto deportivo.;08/24/2019
698;La comida vegetariana esta muy elaborada.Merece la pena visitar este establecimiento.Buen servicio y buena localizacion,en frente de la playa;08/14/2019
699;Una magnífica opción para comer en Hondarribia tanto si eres vegetariano como si no. Propuestas originales y saludables. La calidad-precio es excelente y, además, está muy cerca de la playa. Lo recomendaría a todo el mundo.;08/07/2019
700;De los mejores restautantes vegetarianos que he probado a o largo de mi vida. Platos deliciosos,ambiente moderno y agradable y servicio amable y atento a pesar de estar completos y tener varias bajas en el personal. Recomendable al 100%, enhorabuena!!;08/06/2019
701;Fuimos por que nos lo habían recomendado y no defraudo. Los diferentes platos que pedimos resultaron todos ellos realmente ricos. Los postres no me parecieron tan a la altura.;08/05/2019
702;Estupenda ubicación frente al puerto. Carta correcta y una relación calidad precio muy muy buena. Recomendable. Hummus sabroso y un wrap muy rico.;08/02/2019
703;Experiencia excelente, buen servicio, comida y ambiente. Relación calidad precio estupenda. ¡Repetimos y repetiremos una y otra vez!;07/31/2019
704;Absolutamente recomendable. Junto al puerto deportivo. La comida impresionante. Recomendables los picoteos y las ensaladas. Pero puestos la carta completa.;07/13/2019
705;Es una opción interesante para probar platos y sobre todo sabores diferentes. Una visita de vez en cuando merece la pena, para comprobar que también sin carne ni pescado puede comerse estupendamente;06/25/2019
706;Estuvimos comiendo un domingo mi hermana y yo con nuestra perra y nos encanto el sitio, la gente muy agradable y muy buena comida, volveria a repetir sin duda!;06/16/2019
707;Para mi el mejor vegetariano de la zona de Donostialdea y Bidasoa. Todos los platos son muy buenos, pero el arroz con curry y las croquetas buenísimas!!;06/03/2019
708;Para los que no solo somos vegetarianos también es un buen sitio, buen producto . Destacan las croquetas,las samosas, albóndigas de champiñones.. El servicio a veces es lento sobretodo porque siempre está lleno;04/24/2019
709;Restaurante vegetariano de gran calidad, pero apto para todos los públicos, por su variedad de platos, las personas no vegetarianas también encuentran platos atractivos. Atención muy cuidada a todos los clientes.;03/19/2019
710;buen sitio para comer a un precio muy razonable en un lugar impresionante . muy muy recomendable ya que se encuentra alado de la playa enfrente del puerto deportivo .;03/18/2019
711;Estuvimos con unos amigos comiendo y todo estaba bueno. Local moderno en el puerto deportivo de Hondarribia con buenas vistas. Buena comida vegetariana y buena atención. Para repetir.;03/17/2019
712;Comida que no destaca por ningún lado. Rellena Casillas y nada más. Si no te interesa la comida, pasar un rato con buenas vistas.;03/16/2019
713;Hemos ido a comer y el servicio ha sido impecable y la comida increíble. Desde luego que vamos a repetir tanto con amigos como con la familia: Se lo recomiendo a todo el mundo.;02/24/2019
714;Siempre fui reacio a los vegetarianos e incluso en el Curry no acertaba...pero desde que empecé a ir con amigos y familia que me asesoran bien....estoy encantado y recomiendo el local que, además, esta en un lugar super simpatico;12/12/2018
715;Los tres platos que comimos estaban riquísimos en especial el wok de verduras. Precios buenos y buena atención.;11/23/2018
716;Hemos comido Hariri(me ha transportado a cuando estuve en una haima con berebers en medio del desierto de Marruecos), Wok de verduras y tambien quinoa con salsa romesco, exquisitos. Además la cerveza de Hernani, un olor bueno y con malta muy buena.;11/10/2018
717;Estuvimos comiendo allí el 26 de Octubre y me encantó todo lo que pedimos, todo riquísimo, para repetir sin dudarlo. 100% recomendable.;11/01/2018
718;La tarta de queso y el bizcocho de zanahoria son TOP Me quedo con ganas de probar el halado, seguro que caen la próxima vez.;10/17/2018
719;Restaurante muy acogedor. Nos han servido muy rápido y la comida estaba rica a un precio razonable. Super recomendable los tacos heurita pibil. Además se puede ir con perro, había una pareja con uno dentro.;10/14/2018
720;Si no estás familiarizado con la comida vegetariana, o eres de los que creen que van a echar de menos la carne te lo recomiendo especialmente. He probado toda la carta después de varias visitas y no sé qué me gusta más. Espectacular.;10/13/2018
721;Todo muy bien comida servicio y precio, la hamburguesa de remolacha espectacular ca Salsa alí oli e o viño ecolóxico;10/11/2018
722;Muy recomendable para comer un surtido de comida vegetariana bien elaborada y rica al momento. No te sentirás defraudado. Su lugar extraordinario justo en el puerto deportivo. Se puede pasear en todo su entorno. No importa la dirección que tomes. Todo es bonito.;10/02/2018
723;La carta no es muy extensa, pero la calidad que ofrecen es altísima. Poder pedir una burguer, un curry de verduras o una ensalada en un mismo sitio no suele ser común. Sorprende a los que no son veganos o vegetarianos.;09/30/2018
724;A pie de playa de Hondarribia, este sitio está fenomenal para un descanso de sol y agua. Además si has visitado la zona es posible que estés saturado de pintxos. Ofrecen platos variados y simpáticos, el personal muy atento en un ambiente relajado!;08/27/2018
725;Todo estaba muy rico, los rollitos, las verduritas y la lasagna buenísima. Carta de vinos ecológicos muy buena y variada y un chico te explica fenomenal cualquier tema de vinos. Muy buena atención.;08/24/2018
726;La atención del personal,ideal. Ensalada de pasta muy rica, el hojaldre estupendo y la tarta de queso.....😍. Repetiremos!!!;08/03/2018
727;Rico, vegeta/vegano, platos distintos, en general muy ricos pero podemos caer en el exceso de frito. Gran terraza, buen servicio, no es barato.;07/30/2018
